24,11,0,19,17,0,27,18,19,45,6,0,30,4,35,0,0,0,9,20,25,0,5,14,28,24,9,11,42,19,25,0,24,36,22,29,14,40,15,23,8,16,12,0,42,29,
26,11,38,25,0,1,0,2,1,0,20,0,3,22,0,0,0,0,17,0,14,3,7,23,38,0,0,0,0,0,5,15,19,8,9,15,16,15,0,0,23,0,6,38,6,25,
27,11,0,0,0,32,4,4,0,2,0,27,0,0,38,0,0,0,17,40,43,0,25,17,0,5,0,0,9,13,0,12,0,0,33,0,27,39,9,0,8,36,25,0,17,11,
10,15,26,27,0,0,24,42,21,22,0,34,3,37,39,9,17,17,0,0,23,22,0,5,0,0,22,0,34,22,25,0,0,0,33,21,22,16,42,0,1,7,18,0,29,2,
6,24,0,22,0,39,9,0,0,20,13,8,21,12,0,20,0,40,0,0,41,28,11,31,16,39,17,22,45,17,0,23,0,29,37,0,13,1,6,31,0,16,43,6,39,13,
8,32,0,0,37,14,0,19,31,0,12,9,0,0,3,25,14,43,23,41,0,42,0,32,23,15,0,16,37,0,33,0,3,27,6,22,0,16,0,18,0,0,24,11,9,27,
20,5,45,11,14,17,0,31,3,7,4,20,0,9,0,0,3,0,22,28,42,0,45,0,36,8,7,0,19,25,17,37,0,28,23,28,44,39,35,4,8,11,19,9,12,16,
2,29,34,9,0,17,0,8,0,35,0,24,39,41,39,5,7,25,0,11,0,45,0,27,0,43,18,43,22,34,0,0,0,22,38,7,0,0,8,0,0,19,30,0,0,36,
0,39,2,0,0,15,0,11,0,35,5,33,8,26,45,14,23,17,5,31,32,0,27,0,22,18,6,16,13,0,31,31,12,2,43,0,9,38,5,25,4,37,0,13,34,0,
14,0,31,24,21,0,31,30,42,22,28,10,21,27,34,28,38,0,0,16,23,36,0,22,0,8,45,0,21,15,0,0,32,0,16,0,1,0,23,8,29,29,14,37,7,22,
15,0,0,0,21,0,29,25,0,41,41,27,33,0,1,24,0,5,0,39,15,8,43,18,8,0,0,0,35,32,0,12,0,42,23,26,0,34,29,39,25,19,28,39,9,0,
26,25,24,30,0,29,0,0,0,1,23,0,18,0,0,9,0,0,22,17,0,7,18,6,45,0,0,0,9,0,0,13,30,0,14,11,0,0,11,0,10,9,8,36,42,23,
17,15,0,37,24,25,17,0,32,4,12,42,35,0,16,11,0,0,0,22,16,0,43,16,0,0,0,0,0,0,42,2,35,0,39,12,0,0,4,0,35,32,31,4,36,2,
34,0,15,0,0,11,5,20,34,40,17,0,28,5,24,42,0,9,34,45,37,19,22,13,21,35,9,0,0,27,19,2,31,0,8,36,7,22,0,0,11,0,9,0,4,22,
0,28,38,16,37,0,41,16,6,12,0,44,1,31,0,19,0,13,22,17,0,25,34,0,15,32,0,0,27,0,0,19,14,0,0,8,37,0,42,36,10,40,0,0,0,7,
42,33,1,0,44,0,12,0,15,37,15,31,6,20,0,25,5,0,25,0,33,17,0,31,0,0,0,42,19,0,0,32,17,0,38,45,0,19,6,0,0,0,0,0,30,0,
0,0,17,1,27,27,0,20,28,0,3,12,9,2,0,0,15,12,0,23,0,37,0,31,0,12,13,2,2,19,32,0,0,25,8,34,21,0,5,39,8,28,29,6,28,17,
37,41,29,35,39,3,8,37,28,18,32,37,9,33,0,24,19,0,0,0,3,0,0,12,32,0,30,35,31,14,17,0,0,0,0,0,29,13,13,39,6,3,21,0,35,21,
0,0,0,4,0,4,45,32,0,0,0,0,17,17,3,36,8,0,0,29,27,28,22,2,0,42,0,0,0,0,0,25,0,0,31,0,28,0,14,4,37,34,37,11,26,0,
37,29,0,31,0,36,0,0,41,0,35,0,13,33,40,22,9,33,33,37,6,23,38,43,16,23,14,39,8,0,38,8,0,31,0,26,25,0,21,0,19,8,0,31,30,30,
0,4,12,0,18,28,10,3,10,33,0,25,18,13,0,29,15,0,21,0,22,28,7,0,0,26,11,12,36,8,45,34,0,0,26,0,0,25,0,29,21,22,36,44,8,37,
0,41,35,29,25,3,15,13,0,9,7,45,0,40,9,14,16,27,22,13,0,44,0,9,1,0,0,0,7,37,0,21,29,28,25,0,0,14,0,0,13,44,21,16,26,6,
0,18,0,0,0,26,0,38,27,7,43,0,5,2,9,40,15,39,16,1,16,39,0,38,0,34,0,0,22,0,19,0,13,0,0,25,14,0,13,0,0,22,5,0,8,24,
5,0,44,0,0,0,42,10,16,31,14,0,0,30,38,15,0,9,42,6,0,35,8,5,23,29,11,4,0,42,6,5,13,14,21,0,0,13,0,26,23,0,15,40,0,29,
19,32,0,18,0,0,9,0,27,0,0,43,43,27,0,23,0,0,0,31,18,4,0,25,8,39,0,0,0,36,0,39,39,4,0,29,0,0,26,0,9,18,33,23,0,0,
11,0,2,21,41,0,33,0,0,11,5,34,38,0,23,8,23,8,1,0,0,8,0,4,29,25,10,35,11,10,0,8,6,37,19,21,13,0,23,9,0,32,41,42,0,0,
35,31,13,14,20,0,10,43,30,24,0,17,24,22,14,16,0,36,7,16,0,11,19,37,29,19,9,32,0,40,0,28,3,34,8,22,44,22,0,18,32,0,39,11,0,7,
32,22,25,1,36,33,2,7,23,25,0,4,1,0,8,12,6,25,18,43,24,19,30,0,14,28,8,31,9,0,0,29,21,37,0,36,21,5,15,33,41,39,0,40,39,3,
0,40,23,0,0,18,27,45,6,33,0,31,34,0,0,0,38,0,0,6,11,9,0,13,37,39,36,4,0,0,0,6,0,11,31,44,16,0,40,23,42,11,40,0,0,27,
38,0,0,5,0,44,5,21,7,0,12,30,0,29,25,42,6,17,29,39,9,12,0,34,7,9,42,36,4,0,30,28,35,26,30,8,26,8,0,0,0,0,39,0,0,0,
7,43,39,26,5,14,0,31,3,32,0,32,32,11,17,29,25,11,2,13,27,16,36,0,22,0,23,2,22,7,0,17,21,0,30,37,6,24,29,0,0,7,3,27,0,0,
