18,0,6,0,0,1,0,10,6,29,0,15,1,0,40,30,29,43,30,36,15,28,12,0,0,22,0,36,37,1,20,26,0,0,11,42,2,25,18,3,25,5,32,1,11,3,27,
14,40,27,41,16,7,20,6,27,12,22,16,5,16,15,30,13,10,7,42,9,11,14,0,0,10,23,22,23,0,0,20,45,24,31,18,30,40,39,0,0,3,0,8,34,16,0,
33,26,37,0,0,34,0,44,21,16,13,46,15,28,11,21,1,10,13,0,7,35,4,22,10,0,18,18,0,15,5,0,0,16,11,0,16,40,39,28,19,24,20,40,5,26,0,
9,42,33,31,0,0,44,0,0,0,5,18,21,45,15,3,3,0,29,7,0,0,13,0,23,18,0,0,0,9,5,9,40,7,0,9,42,0,34,0,44,31,0,37,5,6,0,
17,7,10,0,45,12,0,7,27,38,3,27,2,0,43,34,1,40,6,12,9,0,0,36,22,18,0,0,37,33,19,38,24,42,0,9,15,46,18,44,27,21,17,3,2,0,2,
0,6,0,0,11,37,7,4,0,0,0,37,0,27,25,43,32,38,26,15,2,1,0,37,23,0,0,37,0,17,21,0,43,32,0,4,13,0,0,28,0,37,7,0,0,0,11,
39,21,0,0,34,31,0,0,43,0,0,27,0,43,0,41,44,34,12,17,0,6,5,1,0,15,9,33,17,0,9,9,40,0,0,36,37,31,0,1,0,0,9,6,16,37,26,
29,2,44,28,0,0,14,5,15,19,0,5,7,29,38,0,18,0,25,35,44,0,4,20,0,5,5,19,21,9,0,17,0,38,7,0,16,0,46,0,19,0,11,16,0,43,8,
14,5,33,0,45,29,0,19,41,3,0,37,0,0,10,7,10,36,36,11,1,30,15,26,20,0,9,38,0,9,17,0,9,13,14,7,45,10,0,11,29,46,0,36,0,26,44,
39,17,45,25,40,0,3,12,7,0,44,9,0,12,30,0,6,0,10,16,6,23,25,0,45,0,40,24,43,40,0,9,0,28,44,0,8,38,20,15,29,44,36,22,4,39,0,
37,11,0,19,10,0,42,46,30,26,40,14,0,15,0,1,44,34,16,7,20,0,21,0,24,16,7,42,32,0,38,13,28,0,43,0,39,18,38,33,0,29,5,2,36,45,0,
0,42,16,0,32,4,18,42,0,5,42,4,33,30,27,39,43,7,0,22,24,34,45,11,31,11,0,0,0,0,7,14,44,43,0,43,33,21,0,0,21,0,15,0,31,19,42,
44,36,16,40,0,0,14,15,10,0,9,15,0,44,25,14,20,23,0,34,0,0,0,42,18,0,9,9,4,36,0,7,0,0,43,0,19,21,1,13,39,9,24,0,13,35,46,
29,32,41,28,46,0,30,46,29,43,36,30,21,29,0,13,31,30,0,24,44,1,2,2,30,16,42,15,13,37,16,45,8,39,33,19,0,44,45,0,18,25,0,28,17,34,0,
41,25,13,42,15,0,31,3,43,0,0,2,19,0,8,20,6,42,0,2,4,5,22,25,40,40,0,46,0,31,0,10,38,18,21,21,44,0,0,11,12,0,24,39,22,26,2,
0,0,40,0,33,13,2,37,0,18,6,32,25,2,15,2,7,0,28,0,0,22,1,18,39,39,34,18,0,0,46,0,20,38,0,1,45,0,0,25,23,0,0,42,24,0,1,
31,1,3,19,38,18,0,0,46,30,0,6,14,0,0,20,0,8,38,5,22,38,43,3,0,28,0,44,28,1,0,11,15,33,0,13,0,11,25,0,31,0,0,41,0,0,14,
31,38,19,20,40,33,12,9,7,10,37,39,33,0,30,9,10,33,41,0,0,6,38,25,0,19,44,27,0,0,19,29,29,0,21,39,18,12,23,31,0,19,41,0,0,0,39,
16,0,0,27,45,0,5,0,32,0,8,0,38,0,17,4,41,26,9,14,40,38,10,5,3,24,31,21,37,0,0,46,44,29,0,9,25,0,0,0,19,0,0,0,5,7,27,
0,0,41,34,19,46,1,7,27,16,5,34,21,0,0,0,9,24,0,14,0,0,12,32,0,20,0,17,7,9,11,0,36,5,15,24,0,24,0,0,41,0,0,40,43,33,0,
0,0,5,44,0,0,12,44,0,0,35,0,37,24,0,5,0,0,29,32,7,33,1,1,8,40,37,3,0,6,16,36,22,2,0,0,28,39,42,41,0,0,40,0,6,27,3,
0,37,30,0,0,45,0,0,5,45,34,21,0,6,0,10,10,0,22,34,0,20,42,11,34,5,5,2,0,16,0,0,4,36,31,13,17,22,24,0,0,5,43,6,0,0,44,
30,2,4,0,44,0,0,15,39,2,0,4,20,0,10,23,18,46,26,11,0,28,19,3,16,26,6,0,0,37,43,26,39,45,19,35,34,26,0,0,0,7,33,27,0,0,14,
0,26,11,0,2,6,0,36,16,37,0,40,37,33,30,22,0,0,39,28,0,0,28,27,0,0,0,2,11,26,8,44,0,0,42,46,0,2,1,14,39,27,0,3,44,14,0,
