Name,Time,Comparisons,Size
QuickSort + InsertionSort@6,1.100139,401762,7000
QuickSort + InsertionSort@6,1.084146,401762,7000
QuickSort + InsertionSort@6,1.079886,401762,7000
QuickSort + InsertionSort@6,1.176965,385622,8000
QuickSort + InsertionSort@6,1.206787,385622,8000
QuickSort + InsertionSort@6,1.298419,385622,8000
QuickSort + InsertionSort@6,1.364978,385622,8000
QuickSort + InsertionSort@6,1.28501,385622,8000
QuickSort + InsertionSort@6,1.13513,385622,8000
QuickSort + InsertionSort@6,1.356597,488189,9000
QuickSort + InsertionSort@6,1.351359,488189,9000
QuickSort + InsertionSort@6,1.353663,488189,9000
QuickSort + InsertionSort@6,1.401994,488189,9000
QuickSort + InsertionSort@6,1.382368,488189,9000
QuickSort + InsertionSort@6,1.363023,488189,9000
QuickSort + InsertionSort@6,1.93621,624025,10000
QuickSort + InsertionSort@6,1.691416,624025,10000
QuickSort + InsertionSort@6,1.65447,624025,10000
QuickSort + InsertionSort@6,1.672838,624025,10000
QuickSort + InsertionSort@6,1.684711,624025,10000
QuickSort + InsertionSort@6,1.748686,624025,10000
QuickSort + InsertionSort@6,4.456502,1432329,25000
QuickSort + InsertionSort@6,4.490515,1432329,25000
QuickSort + InsertionSort@6,4.48409,1432329,25000
QuickSort + InsertionSort@6,4.381284,1432329,25000
QuickSort + InsertionSort@6,4.679226,1432329,25000
QuickSort + InsertionSort@6,4.443162,1432329,25000
QuickSort + InsertionSort@6,9.97089,3231262,50000
QuickSort + InsertionSort@6,10.299493,3231262,50000
QuickSort + InsertionSort@6,10.74138,3231262,50000
QuickSort + InsertionSort@6,10.179018,3231262,50000
QuickSort + InsertionSort@6,9.850902,3231262,50000
QuickSort + InsertionSort@6,9.893715,3231262,50000
QuickSort + InsertionSort@6,17.644351,6029222,75000
QuickSort + InsertionSort@6,18.808466,6029222,75000
QuickSort + InsertionSort@6,18.009481,6029222,75000
QuickSort + InsertionSort@6,18.689456,6029222,75000
QuickSort + InsertionSort@6,17.747577,6029222,75000
QuickSort + InsertionSort@6,18.404294,6029222,75000
QuickSort + InsertionSort@6,25.67533,8332701,100000
QuickSort + InsertionSort@6,24.557311,8332701,100000
QuickSort + InsertionSort@6,24.182683,8332701,100000
QuickSort + InsertionSort@6,31.150677,8332701,100000
QuickSort + InsertionSort@6,27.856753,8332701,100000
QuickSort + InsertionSort@6,26.947908,8332701,100000
MergeSort + InsertionSort@6,0.064114,210,100
MergeSort + InsertionSort@6,0.049028,210,100
MergeSort + InsertionSort@6,0.047632,210,100
MergeSort + InsertionSort@6,0.045955,210,100
MergeSort + InsertionSort@6,0.04833,210,100
MergeSort + InsertionSort@6,0.048051,210,100
MergeSort + InsertionSort@6,1.285778,3987,1000
MergeSort + InsertionSort@6,0.640375,3987,1000
MergeSort + InsertionSort@6,0.938178,3987,1000
MergeSort + InsertionSort@6,1.193657,3987,1000
MergeSort + InsertionSort@6,0.6908,3987,1000
MergeSort + InsertionSort@6,0.65553,3987,1000
MergeSort + InsertionSort@6,3.046826,9003,2000
MergeSort + InsertionSort@6,4.331207,9003,2000
MergeSort + InsertionSort@6,4.236572,9003,2000
MergeSort + InsertionSort@6,3.883315,9003,2000
MergeSort + InsertionSort@6,4.381982,9003,2000
MergeSort + InsertionSort@6,3.151308,9003,2000
MergeSort + InsertionSort@6,6.20875,13672,3000
MergeSort + InsertionSort@6,4.640464,13672,3000
MergeSort + InsertionSort@6,5.028642,13672,3000
MergeSort + InsertionSort@6,5.102744,13672,3000
MergeSort + InsertionSort@6,5.027315,13672,3000
MergeSort + InsertionSort@6,5.280769,13672,3000
MergeSort + InsertionSort@6,10.117906,20009,4000
MergeSort + InsertionSort@6,8.764522,20009,4000
MergeSort + InsertionSort@6,9.519366,20009,4000
MergeSort + InsertionSort@6,9.063722,20009,4000
MergeSort + InsertionSort@6,9.034738,20009,4000
MergeSort + InsertionSort@6,8.76494,20009,4000
MergeSort + InsertionSort@6,13.936967,25671,5000
MergeSort + InsertionSort@6,13.642307,25671,5000
MergeSort + InsertionSort@6,15.70905,25671,5000
MergeSort + InsertionSort@6,14.855799,25671,5000
MergeSort + InsertionSort@6,13.685748,25671,5000
MergeSort + InsertionSort@6,14.021056,25671,5000
MergeSort + InsertionSort@6,20.019793,30447,6000
MergeSort + InsertionSort@6,20.029361,30447,6000
MergeSort + InsertionSort@6,20.171977,30447,6000
MergeSort + InsertionSort@6,20.272199,30447,6000
MergeSort + InsertionSort@6,20.174561,30447,6000
MergeSort + InsertionSort@6,20.150466,30447,6000
MergeSort + InsertionSort@6,27.980791,35525,7000
MergeSort + InsertionSort@6,28.330556,35525,7000
MergeSort + InsertionSort@6,28.133464,35525,7000
MergeSort + InsertionSort@6,28.328181,35525,7000
MergeSort + InsertionSort@6,27.878752,35525,7000
MergeSort + InsertionSort@6,28.261553,35525,7000
MergeSort + InsertionSort@6,36.858595,43970,8000
MergeSort + InsertionSort@6,39.707211,43970,8000
MergeSort + InsertionSort@6,36.415802,43970,8000
MergeSort + InsertionSort@6,36.212144,43970,8000
MergeSort + InsertionSort@6,37.16003,43970,8000
MergeSort + InsertionSort@6,36.727224,43970,8000
MergeSort + InsertionSort@6,47.268926,50634,9000
MergeSort + InsertionSort@6,46.797009,50634,9000
MergeSort + InsertionSort@6,46.336057,50634,9000
MergeSort + InsertionSort@6,46.38746,50634,9000
MergeSort + InsertionSort@6,50.265816,50634,9000
MergeSort + InsertionSort@6,46.426152,50634,9000
MergeSort + InsertionSort@6,58.777512,55662,10000
MergeSort + InsertionSort@6,60.009792,55662,10000
MergeSort + InsertionSort@6,59.993589,55662,10000
MergeSort + InsertionSort@6,59.845385,55662,10000
MergeSort + InsertionSort@6,58.931722,55662,10000
MergeSort + InsertionSort@6,63.711589,55662,10000
MergeSort + InsertionSort@6,447.810057,152026,25000
MergeSort + InsertionSort@6,438.118113,152026,25000
MergeSort + InsertionSort@6,437.867522,152026,25000
MergeSort + InsertionSort@6,446.081555,152026,25000
MergeSort + InsertionSort@6,464.008834,152026,25000
MergeSort + InsertionSort@6,443.220227,152026,25000
MergeSort + InsertionSort@6,2102.365245,328857,50000
MergeSort + InsertionSort@6,2096.218304,328857,50000
MergeSort + InsertionSort@6,2018.051246,328857,50000
MergeSort + InsertionSort@6,2004.335327,328857,50000
MergeSort + InsertionSort@6,2044.334964,328857,50000
MergeSort + InsertionSort@6,2018.302605,328857,50000
MergeSort + InsertionSort@6,4747.539003,533089,75000
MergeSort + InsertionSort@6,4694.14779,533089,75000
MergeSort + InsertionSort@6,4750.212248,533089,75000
MergeSort + InsertionSort@6,4636.545776,533089,75000
MergeSort + InsertionSort@6,4665.543037,533089,75000
MergeSort + InsertionSort@6,4665.355932,533089,75000
MergeSort + InsertionSort@6,8381.589699,706651,100000
MergeSort + InsertionSort@6,8488.197592,706651,100000
MergeSort + InsertionSort@6,8414.571685,706651,100000
MergeSort + InsertionSort@6,8645.738774,706651,100000
MergeSort + InsertionSort@6,8618.874326,706651,100000
MergeSort + InsertionSort@6,8518.223057,706651,100000
