Name,Time,Comparisons,Size
QuickSort + InsertionSort@8,27.202969,9757380,100000
QuickSort + InsertionSort@8,26.75808,9757380,100000
QuickSort + InsertionSort@8,26.482486,9757380,100000
QuickSort + InsertionSort@8,26.282181,9757380,100000
QuickSort + InsertionSort@8,26.769185,9757380,100000
QuickSort + InsertionSort@8,26.653039,9757380,100000
MergeSort + InsertionSort@8,0.063346,210,100
MergeSort + InsertionSort@8,0.04812,210,100
MergeSort + InsertionSort@8,0.033733,210,100
MergeSort + InsertionSort@8,0.033174,210,100
MergeSort + InsertionSort@8,0.033244,210,100
MergeSort + InsertionSort@8,0.032546,210,100
MergeSort + InsertionSort@8,1.161601,3558,1000
MergeSort + InsertionSort@8,0.669359,3558,1000
MergeSort + InsertionSort@8,0.707493,3558,1000
MergeSort + InsertionSort@8,0.876158,3558,1000
MergeSort + InsertionSort@8,0.693873,3558,1000
MergeSort + InsertionSort@8,0.689753,3558,1000
MergeSort + InsertionSort@8,5.468502,8105,2000
MergeSort + InsertionSort@8,4.172458,8105,2000
MergeSort + InsertionSort@8,4.142845,8105,2000
MergeSort + InsertionSort@8,3.836521,8105,2000
MergeSort + InsertionSort@8,2.874667,8105,2000
MergeSort + InsertionSort@8,4.358026,8105,2000
MergeSort + InsertionSort@8,6.922667,13672,3000
MergeSort + InsertionSort@8,4.572648,13672,3000
MergeSort + InsertionSort@8,7.063119,13672,3000
MergeSort + InsertionSort@8,4.597931,13672,3000
MergeSort + InsertionSort@8,4.632642,13672,3000
MergeSort + InsertionSort@8,4.747671,13672,3000
MergeSort + InsertionSort@8,8.333042,18237,4000
MergeSort + InsertionSort@8,8.302661,18237,4000
MergeSort + InsertionSort@8,8.34757,18237,4000
MergeSort + InsertionSort@8,8.482572,18237,4000
MergeSort + InsertionSort@8,8.326757,18237,4000
MergeSort + InsertionSort@8,8.294141,18237,4000
MergeSort + InsertionSort@8,13.165361,25055,5000
MergeSort + InsertionSort@8,13.18729,25055,5000
MergeSort + InsertionSort@8,13.011151,25055,5000
MergeSort + InsertionSort@8,13.299385,25055,5000
MergeSort + InsertionSort@8,13.173322,25055,5000
MergeSort + InsertionSort@8,13.098383,25055,5000
MergeSort + InsertionSort@8,19.309367,30447,6000
MergeSort + InsertionSort@8,19.779888,30447,6000
MergeSort + InsertionSort@8,19.764733,30447,6000
MergeSort + InsertionSort@8,20.282047,30447,6000
MergeSort + InsertionSort@8,19.40519,30447,6000
MergeSort + InsertionSort@8,19.358466,30447,6000
MergeSort + InsertionSort@8,26.375559,35525,7000
MergeSort + InsertionSort@8,26.581312,35525,7000
MergeSort + InsertionSort@8,26.180143,35525,7000
MergeSort + InsertionSort@8,26.344409,35525,7000
MergeSort + InsertionSort@8,26.22966,35525,7000
MergeSort + InsertionSort@8,26.240276,35525,7000
MergeSort + InsertionSort@8,33.942372,40632,8000
MergeSort + InsertionSort@8,33.785789,40632,8000
MergeSort + InsertionSort@8,33.744023,40632,8000
MergeSort + InsertionSort@8,33.731033,40632,8000
MergeSort + InsertionSort@8,34.724246,40632,8000
MergeSort + InsertionSort@8,33.802132,40632,8000
MergeSort + InsertionSort@8,43.633827,45494,9000
MergeSort + InsertionSort@8,43.565733,45494,9000
MergeSort + InsertionSort@8,43.583403,45494,9000
MergeSort + InsertionSort@8,44.11671,45494,9000
MergeSort + InsertionSort@8,43.522151,45494,9000
MergeSort + InsertionSort@8,43.506856,45494,9000
MergeSort + InsertionSort@8,57.023239,54373,10000
MergeSort + InsertionSort@8,57.27383,54373,10000
MergeSort + InsertionSort@8,57.14141,54373,10000
MergeSort + InsertionSort@8,56.761823,54373,10000
MergeSort + InsertionSort@8,58.378299,54373,10000
MergeSort + InsertionSort@8,56.801213,54373,10000
MergeSort + InsertionSort@8,438.333084,152026,25000
MergeSort + InsertionSort@8,431.141109,152026,25000
MergeSort + InsertionSort@8,443.131809,152026,25000
MergeSort + InsertionSort@8,446.754964,152026,25000
MergeSort + InsertionSort@8,435.848271,152026,25000
MergeSort + InsertionSort@8,445.968203,152026,25000
MergeSort + InsertionSort@8,1971.570339,328857,50000
MergeSort + InsertionSort@8,1944.254088,328857,50000
MergeSort + InsertionSort@8,1975.184486,328857,50000
MergeSort + InsertionSort@8,1964.250275,328857,50000
MergeSort + InsertionSort@8,1981.193909,328857,50000
MergeSort + InsertionSort@8,1934.534557,328857,50000
MergeSort + InsertionSort@8,4575.638594,498482,75000
MergeSort + InsertionSort@8,4536.350709,498482,75000
MergeSort + InsertionSort@8,4503.692718,498482,75000
MergeSort + InsertionSort@8,4575.394778,498482,75000
MergeSort + InsertionSort@8,4547.457917,498482,75000
MergeSort + InsertionSort@8,4548.266469,498482,75000
MergeSort + InsertionSort@8,8236.000734,706651,100000
MergeSort + InsertionSort@8,8214.769125,706651,100000
MergeSort + InsertionSort@8,8205.510057,706651,100000
MergeSort + InsertionSort@8,8236.897986,706651,100000
MergeSort + InsertionSort@8,8242.558901,706651,100000
MergeSort + InsertionSort@8,8478.696525,706651,100000
