Name,Time,Size
QuickSort,0.618445,6000
QuickSort,0.725371,7000
QuickSort,0.810228,8000
QuickSort,0.996984,9000
QuickSort,1.124585,10000
QuickSort,3.299092,25000
QuickSort,0.010895,100
QuickSort,0.092889,1000
QuickSort,0.216858,2000
QuickSort,0.282228,3000
QuickSort,0.385455,4000
QuickSort,0.517594,5000
QuickSort,0.599727,6000
QuickSort,0.723695,7000
QuickSort,0.814838,8000
QuickSort,1.512553,9000
QuickSort,1.078559,10000
QuickSort,2.967906,25000
SelectionSort,0.289143,100
SelectionSort,6.35821,1000
SelectionSort,8.448351,2000
SelectionSort,15.41397,3000
SelectionSort,27.458867,4000
SelectionSort,42.982278,5000
SelectionSort,61.808274,6000
SelectionSort,84.607471,7000
SelectionSort,109.858935,8000
SelectionSort,139.138145,9000
SelectionSort,171.91326,10000
SelectionSort,1076.983108,25000
SelectionSort,0.020743,100
SelectionSort,1.7248,1000
SelectionSort,6.867772,2000
SelectionSort,15.488351,3000
SelectionSort,27.452022,4000
SelectionSort,42.960837,5000
SelectionSort,61.755125,6000
SelectionSort,84.0669,7000
SelectionSort,110.438756,8000
SelectionSort,139.209662,9000
SelectionSort,171.816459,10000
SelectionSort,1078.459344,25000
SelectionSort,0.020115,100
SelectionSort,1.7072,1000
SelectionSort,6.840604,2000
SelectionSort,15.470681,3000
SelectionSort,27.460892,4000
SelectionSort,42.935485,5000
SelectionSort,61.742484,6000
SelectionSort,84.043433,7000
SelectionSort,109.836236,8000
SelectionSort,139.14883,9000
SelectionSort,171.904739,10000
SelectionSort,1075.714372,25000
SelectionSort,0.020254,100
SelectionSort,1.723264,1000
SelectionSort,6.839696,2000
SelectionSort,15.416903,3000
SelectionSort,27.550638,4000
SelectionSort,43.034171,5000
SelectionSort,61.796402,6000
SelectionSort,84.318119,7000
SelectionSort,109.837074,8000
SelectionSort,139.267141,9000
SelectionSort,171.892726,10000
SelectionSort,1075.670162,25000
SelectionSort,0.020673,100
SelectionSort,1.7424,1000
SelectionSort,6.86428,2000
SelectionSort,15.463278,3000
SelectionSort,27.441616,4000
SelectionSort,42.938488,5000
SelectionSort,61.798287,6000
SelectionSort,84.048531,7000
SelectionSort,110.129081,8000
SelectionSort,139.582544,9000
SelectionSort,172.05846,10000
SelectionSort,1075.703406,25000
