Name,Time,Size
ExchangeSort,10.260033,2000
ExchangeSort,10.229792,3000
ExchangeSort,26.516568,3000
ExchangeSort,23.024015,3000
ExchangeSort,22.858073,3000
ExchangeSort,23.155457,3000
ExchangeSort,22.877768,3000
ExchangeSort,23.184581,3000
ExchangeSort,22.973171,3000
ExchangeSort,23.031768,3000
ExchangeSort,22.842218,3000
ExchangeSort,23.185349,4000
ExchangeSort,41.687421,4000
ExchangeSort,41.450031,4000
ExchangeSort,41.679878,4000
ExchangeSort,41.979847,4000
ExchangeSort,41.145523,4000
ExchangeSort,41.255802,4000
ExchangeSort,41.165776,4000
ExchangeSort,41.74951,4000
ExchangeSort,42.732596,4000
ExchangeSort,42.177428,5000
ExchangeSort,64.907761,5000
ExchangeSort,64.884434,5000
ExchangeSort,64.965799,5000
ExchangeSort,65.33491,5000
ExchangeSort,64.500725,5000
ExchangeSort,66.392306,5000
ExchangeSort,66.986936,5000
ExchangeSort,65.413691,5000
ExchangeSort,65.831551,5000
ExchangeSort,65.717431,6000
ExchangeSort,94.441473,6000
ExchangeSort,94.443847,6000
ExchangeSort,98.181682,6000
ExchangeSort,96.958762,6000
ExchangeSort,95.589663,6000
ExchangeSort,93.900691,6000
ExchangeSort,94.509916,6000
ExchangeSort,95.464018,6000
ExchangeSort,94.892438,6000
ExchangeSort,94.546654,7000
ExchangeSort,130.098308,7000
ExchangeSort,129.504029,7000
ExchangeSort,129.722772,7000
ExchangeSort,129.383553,7000
ExchangeSort,129.655515,7000
ExchangeSort,129.541045,7000
ExchangeSort,129.256861,7000
ExchangeSort,129.013674,7000
ExchangeSort,129.173122,7000
ExchangeSort,130.272772,8000
ExchangeSort,170.328491,8000
ExchangeSort,170.100739,8000
ExchangeSort,169.252028,8000
ExchangeSort,173.100422,8000
ExchangeSort,171.746269,8000
ExchangeSort,180.906512,8000
ExchangeSort,170.267031,8000
ExchangeSort,170.402244,8000
ExchangeSort,169.684276,8000
ExchangeSort,170.018187,9000
ExchangeSort,218.328098,9000
ExchangeSort,219.491513,9000
ExchangeSort,219.888491,9000
ExchangeSort,217.529044,9000
ExchangeSort,220.191044,9000
ExchangeSort,218.667177,9000
ExchangeSort,217.48637,9000
ExchangeSort,218.058231,9000
ExchangeSort,216.612586,9000
ExchangeSort,218.756085,10000
ExchangeSort,271.290904,10000
ExchangeSort,273.015425,10000
ExchangeSort,273.687927,10000
ExchangeSort,283.013274,10000
ExchangeSort,272.207921,10000
ExchangeSort,271.41585,10000
ExchangeSort,276.820238,10000
ExchangeSort,278.76015,10000
ExchangeSort,272.470873,10000
ExchangeSort,272.906961,25000
ExchangeSort,1871.283292,25000
ExchangeSort,1865.121754,25000
ExchangeSort,1866.815405,25000
ExchangeSort,1895.560678,25000
ExchangeSort,1870.751939,25000
ExchangeSort,1884.544055,25000
ExchangeSort,1860.712325,25000
ExchangeSort,1859.149767,25000
ExchangeSort,1859.805506,25000
ExchangeSort,1882.826659,100
ExchangeSort,0.036667,100
ExchangeSort,0.034432,100
ExchangeSort,0.035828,100
ExchangeSort,0.037854,100
ExchangeSort,0.036178,100
ExchangeSort,0.040438,100
ExchangeSort,0.038343,100
ExchangeSort,0.036317,100
ExchangeSort,0.038762,100
ExchangeSort,0.037435,1000
ExchangeSort,2.566109,1000
ExchangeSort,2.502343,1000
ExchangeSort,2.545784,1000
ExchangeSort,2.539709,1000
ExchangeSort,2.536496,1000
ExchangeSort,2.511702,1000
ExchangeSort,2.631549,1000
ExchangeSort,2.587549,1000
ExchangeSort,2.52134,1000
ExchangeSort,2.539778,2000
ExchangeSort,9.747678,2000
ExchangeSort,9.628668,2000
ExchangeSort,9.752916,2000
ExchangeSort,9.706122,2000
ExchangeSort,9.616306,2000
ExchangeSort,10.770643,2000
ExchangeSort,9.718624,2000
ExchangeSort,9.779176,2000
ExchangeSort,9.626782,2000
ExchangeSort,9.713595,3000
ExchangeSort,24.076105,3000
ExchangeSort,23.116345,3000
ExchangeSort,23.147775,3000
ExchangeSort,23.355203,3000
ExchangeSort,23.341095,3000
ExchangeSort,23.072416,3000
ExchangeSort,22.980923,3000
ExchangeSort,23.049507,3000
ExchangeSort,22.850949,3000
ExchangeSort,22.754708,4000
ExchangeSort,41.562405,4000
ExchangeSort,41.106202,4000
ExchangeSort,41.080919,4000
ExchangeSort,41.146221,4000
ExchangeSort,41.26558,4000
ExchangeSort,41.228005,4000
ExchangeSort,41.077847,4000
ExchangeSort,41.257269,4000
ExchangeSort,41.52944,4000
ExchangeSort,41.121846,5000
ExchangeSort,64.645856,5000
ExchangeSort,64.539278,5000
ExchangeSort,65.382122,5000
ExchangeSort,64.975576,5000
ExchangeSort,65.538148,5000
ExchangeSort,65.694104,5000
ExchangeSort,64.533132,5000
ExchangeSort,64.693697,5000
ExchangeSort,64.589634,5000
ExchangeSort,64.539069,6000
ExchangeSort,93.845586,6000
ExchangeSort,94.686965,6000
ExchangeSort,94.3673,6000
ExchangeSort,94.535828,6000
ExchangeSort,93.887561,6000
ExchangeSort,93.93666,6000
ExchangeSort,94.31513,6000
ExchangeSort,94.918139,6000
ExchangeSort,94.640729,6000
ExchangeSort,93.668958,7000
ExchangeSort,130.217248,7000
ExchangeSort,129.819223,7000
ExchangeSort,129.253368,7000
ExchangeSort,129.604601,7000
ExchangeSort,129.537692,7000
ExchangeSort,129.017375,7000
ExchangeSort,129.933343,7000
ExchangeSort,130.823052,7000
ExchangeSort,129.754131,7000
ExchangeSort,130.694195,8000
ExchangeSort,170.048987,8000
ExchangeSort,171.540377,8000
ExchangeSort,170.005615,8000
ExchangeSort,169.971463,8000
ExchangeSort,169.774719,8000
ExchangeSort,169.042085,8000
ExchangeSort,169.950021,8000
ExchangeSort,168.719907,8000
ExchangeSort,171.601,8000
ExchangeSort,180.585941,9000
ExchangeSort,217.510605,9000
ExchangeSort,219.169685,9000
ExchangeSort,217.939221,9000
ExchangeSort,217.979519,9000
ExchangeSort,217.503272,9000
ExchangeSort,219.07079,9000
ExchangeSort,217.327411,9000
ExchangeSort,219.553812,9000
ExchangeSort,217.273494,9000
ExchangeSort,216.966542,10000
ExchangeSort,273.919381,10000
ExchangeSort,272.658047,10000
ExchangeSort,273.508295,10000
ExchangeSort,273.714117,10000
ExchangeSort,272.034295,10000
ExchangeSort,271.828542,10000
ExchangeSort,272.788651,10000
ExchangeSort,276.354956,10000
ExchangeSort,272.314149,10000
ExchangeSort,271.92646,25000
ExchangeSort,1862.333201,25000
ExchangeSort,1862.706154,25000
ExchangeSort,1873.588543,25000
ExchangeSort,1868.919514,25000
ExchangeSort,1858.022388,25000
ExchangeSort,1859.023493,25000
ExchangeSort,1891.37146,25000
ExchangeSort,1896.40052,25000
ExchangeSort,1867.083945,25000
ExchangeSort,1866.153939,100
ExchangeSort,0.028845,100
ExchangeSort,0.0352,100
ExchangeSort,0.033943,100
ExchangeSort,0.032546,100
ExchangeSort,0.037016,100
ExchangeSort,0.033733,100
ExchangeSort,0.037086,100
ExchangeSort,0.031918,100
ExchangeSort,0.037016,100
ExchangeSort,0.037924,1000
ExchangeSort,3.513435,1000
ExchangeSort,3.521747,1000
ExchangeSort,3.167442,1000
ExchangeSort,2.528883,1000
ExchangeSort,2.548718,1000
ExchangeSort,3.396591,1000
ExchangeSort,2.59195,1000
ExchangeSort,2.501925,1000
ExchangeSort,2.601936,1000
ExchangeSort,3.450438,2000
ExchangeSort,10.066013,2000
ExchangeSort,9.711709,2000
ExchangeSort,9.863963,2000
ExchangeSort,10.304592,2000
ExchangeSort,9.911456,2000
ExchangeSort,10.760586,2000
ExchangeSort,11.546929,2000
ExchangeSort,9.792097,2000
ExchangeSort,9.835468,2000
ExchangeSort,9.874859,3000
ExchangeSort,22.866523,3000
ExchangeSort,23.206092,3000
ExchangeSort,23.257774,3000
ExchangeSort,22.90787,3000
ExchangeSort,22.867292,3000
ExchangeSort,24.102435,3000
ExchangeSort,22.914085,3000
ExchangeSort,23.939845,3000
ExchangeSort,23.276981,3000
ExchangeSort,22.914923,4000
ExchangeSort,42.833446,4000
ExchangeSort,44.687034,4000
ExchangeSort,41.647891,4000
ExchangeSort,41.131275,4000
ExchangeSort,41.480691,4000
ExchangeSort,41.885072,4000
ExchangeSort,42.918793,4000
ExchangeSort,41.903999,4000
ExchangeSort,41.656342,4000
ExchangeSort,41.217878,5000
ExchangeSort,64.893024,5000
ExchangeSort,65.706047,5000
ExchangeSort,64.659196,5000
ExchangeSort,64.85992,5000
ExchangeSort,64.540815,5000
ExchangeSort,64.71444,5000
ExchangeSort,65.059456,5000
ExchangeSort,65.039342,5000
ExchangeSort,66.349005,5000
ExchangeSort,65.007355,6000
ExchangeSort,93.887421,6000
ExchangeSort,94.421149,6000
ExchangeSort,93.948114,6000
ExchangeSort,94.18739,6000
ExchangeSort,95.710139,6000
ExchangeSort,94.69325,6000
ExchangeSort,93.959219,6000
ExchangeSort,96.240933,6000
ExchangeSort,94.239352,6000
ExchangeSort,96.547397,7000
ExchangeSort,131.584531,7000
ExchangeSort,130.070581,7000
ExchangeSort,128.918969,7000
ExchangeSort,130.855877,7000
ExchangeSort,129.704055,7000
ExchangeSort,129.278023,7000
ExchangeSort,129.735553,7000
ExchangeSort,128.891032,7000
ExchangeSort,130.100753,7000
ExchangeSort,129.27076,8000
ExchangeSort,169.860764,8000
ExchangeSort,172.719089,8000
ExchangeSort,172.268612,8000
ExchangeSort,170.549889,8000
ExchangeSort,171.925692,8000
ExchangeSort,169.864885,8000
ExchangeSort,169.730301,8000
ExchangeSort,170.822828,8000
ExchangeSort,172.392511,8000
ExchangeSort,169.69552,9000
ExchangeSort,222.411997,9000
ExchangeSort,225.012885,9000
ExchangeSort,222.777686,9000
ExchangeSort,218.424269,9000
ExchangeSort,216.368561,9000
ExchangeSort,217.990555,9000
ExchangeSort,217.422536,9000
ExchangeSort,223.538746,9000
ExchangeSort,219.186238,9000
ExchangeSort,216.505729,10000
ExchangeSort,274.699019,10000
ExchangeSort,271.161139,10000
ExchangeSort,271.379742,10000
ExchangeSort,271.585774,10000
ExchangeSort,272.362549,10000
ExchangeSort,271.236917,10000
ExchangeSort,272.785927,10000
ExchangeSort,273.795203,10000
ExchangeSort,272.825457,10000
ExchangeSort,272.777406,25000
ExchangeSort,1860.556579,25000
ExchangeSort,1870.62413,25000
ExchangeSort,1871.653939,25000
ExchangeSort,1862.447532,25000
ExchangeSort,1881.931573,25000
ExchangeSort,1867.22251,25000
ExchangeSort,1865.700879,25000
ExchangeSort,1863.202446,25000
ExchangeSort,1866.811215,25000
ExchangeSort,1880.894638,100
ExchangeSort,0.036318,100
ExchangeSort,0.036667,100
ExchangeSort,0.03527,100
ExchangeSort,0.034641,100
ExchangeSort,0.03094,100
ExchangeSort,0.030101,100
ExchangeSort,0.028425,100
ExchangeSort,0.036178,100
ExchangeSort,0.036458,100
ExchangeSort,0.032616,1000
ExchangeSort,2.853156,1000
ExchangeSort,2.579797,1000
ExchangeSort,2.625403,1000
ExchangeSort,2.797143,1000
ExchangeSort,2.594115,1000
ExchangeSort,2.777588,1000
ExchangeSort,2.490191,1000
ExchangeSort,2.526997,1000
ExchangeSort,2.893943,1000
ExchangeSort,2.762572,2000
ExchangeSort,9.842453,2000
ExchangeSort,10.318072,2000
ExchangeSort,9.845804,2000
ExchangeSort,9.63202,2000
ExchangeSort,9.712967,2000
ExchangeSort,9.64948,2000
ExchangeSort,9.617773,2000
ExchangeSort,9.617563,2000
ExchangeSort,10.056166,2000
ExchangeSort,10.506922,3000
ExchangeSort,22.978549,3000
ExchangeSort,23.090575,3000
ExchangeSort,23.061171,3000
ExchangeSort,23.098327,3000
ExchangeSort,22.994962,3000
ExchangeSort,22.923584,3000
ExchangeSort,23.36072,3000
ExchangeSort,22.827133,3000
ExchangeSort,22.84599,3000
ExchangeSort,23.280263,4000
ExchangeSort,41.198602,4000
ExchangeSort,41.795047,4000
ExchangeSort,41.735682,4000
ExchangeSort,41.163472,4000
ExchangeSort,41.213059,4000
ExchangeSort,41.32718,4000
ExchangeSort,41.734634,4000
ExchangeSort,41.090767,4000
ExchangeSort,41.69692,4000
ExchangeSort,41.540895,5000
ExchangeSort,64.571056,5000
ExchangeSort,64.713533,5000
ExchangeSort,64.840433,5000
ExchangeSort,64.711995,5000
ExchangeSort,65.607501,5000
ExchangeSort,64.579367,5000
ExchangeSort,66.280421,5000
ExchangeSort,65.110231,5000
ExchangeSort,65.17232,5000
ExchangeSort,65.03983,6000
ExchangeSort,94.12579,6000
ExchangeSort,94.275948,6000
ExchangeSort,96.916437,6000
ExchangeSort,94.322672,6000
ExchangeSort,94.177193,6000
ExchangeSort,95.191428,6000
ExchangeSort,94.528914,6000
ExchangeSort,95.092324,6000
ExchangeSort,95.04071,6000
ExchangeSort,94.301371,7000
ExchangeSort,130.389128,7000
ExchangeSort,130.054448,7000
ExchangeSort,130.444162,7000
ExchangeSort,130.818232,7000
ExchangeSort,130.174994,7000
ExchangeSort,130.474893,7000
ExchangeSort,130.419858,7000
ExchangeSort,129.959744,7000
ExchangeSort,130.451985,7000
ExchangeSort,131.016931,8000
ExchangeSort,170.546746,8000
ExchangeSort,171.402022,8000
ExchangeSort,169.737285,8000
ExchangeSort,169.439831,8000
ExchangeSort,170.278136,8000
ExchangeSort,170.816332,8000
ExchangeSort,170.493526,8000
ExchangeSort,170.76053,8000
ExchangeSort,169.624212,8000
ExchangeSort,169.326339,9000
ExchangeSort,219.385704,9000
ExchangeSort,217.694148,9000
ExchangeSort,218.905965,9000
ExchangeSort,226.521248,9000
ExchangeSort,217.149806,9000
ExchangeSort,217.409615,9000
ExchangeSort,218.145533,9000
ExchangeSort,219.093069,9000
ExchangeSort,219.278847,9000
ExchangeSort,218.197774,10000
ExchangeSort,272.296479,10000
ExchangeSort,275.839178,10000
ExchangeSort,271.096536,10000
ExchangeSort,275.135527,10000
ExchangeSort,273.071508,10000
ExchangeSort,274.60599,10000
ExchangeSort,272.044422,10000
ExchangeSort,272.409063,10000
ExchangeSort,274.687774,10000
ExchangeSort,273.497469,25000
ExchangeSort,1899.739911,25000
ExchangeSort,1892.415237,25000
ExchangeSort,1864.144466,25000
ExchangeSort,1863.025888,25000
ExchangeSort,1870.406784,25000
ExchangeSort,1862.66397,25000
ExchangeSort,1856.375811,25000
ExchangeSort,1951.015213,25000
ExchangeSort,1880.961616,25000
ExchangeSort,1904.323803,100
ExchangeSort,0.034712,100
ExchangeSort,0.040368,100
ExchangeSort,0.035549,100
ExchangeSort,0.031359,100
ExchangeSort,0.038832,100
ExchangeSort,0.03499,100
ExchangeSort,0.034781,100
ExchangeSort,0.035759,100
ExchangeSort,0.03548,100
ExchangeSort,0.037714,1000
ExchangeSort,2.931029,1000
ExchangeSort,2.486629,1000
ExchangeSort,2.527207,1000
ExchangeSort,2.556121,1000
ExchangeSort,3.091105,1000
ExchangeSort,2.623797,1000
ExchangeSort,2.56059,1000
ExchangeSort,2.489772,1000
ExchangeSort,2.47741,1000
ExchangeSort,2.535378,2000
ExchangeSort,10.237195,2000
ExchangeSort,9.749912,2000
ExchangeSort,9.634814,2000
ExchangeSort,13.299386,2000
ExchangeSort,10.080261,2000
ExchangeSort,9.961392,2000
ExchangeSort,9.81717,2000
ExchangeSort,10.360115,2000
ExchangeSort,9.844826,2000
ExchangeSort,9.681328,3000
ExchangeSort,22.745209,3000
ExchangeSort,23.07465,3000
ExchangeSort,22.998803,3000
ExchangeSort,24.770467,3000
ExchangeSort,23.020942,3000
ExchangeSort,22.879374,3000
ExchangeSort,22.871063,3000
ExchangeSort,22.843197,3000
ExchangeSort,23.430003,3000
ExchangeSort,22.918695,4000
ExchangeSort,41.27857,4000
ExchangeSort,41.092444,4000
ExchangeSort,41.447516,4000
ExchangeSort,41.222487,4000
ExchangeSort,41.026793,4000
ExchangeSort,41.082945,4000
ExchangeSort,41.115771,4000
ExchangeSort,41.773954,4000
ExchangeSort,41.440672,4000
ExchangeSort,41.061643,5000
ExchangeSort,65.403075,5000
ExchangeSort,65.788808,5000
ExchangeSort,66.085634,5000
ExchangeSort,65.194948,5000
ExchangeSort,66.352428,5000
ExchangeSort,65.110021,5000
ExchangeSort,64.587957,5000
ExchangeSort,65.640815,5000
ExchangeSort,64.59117,5000
ExchangeSort,65.817304,6000
ExchangeSort,94.58779,6000
ExchangeSort,94.197098,6000
ExchangeSort,94.312266,6000
ExchangeSort,95.910094,6000
ExchangeSort,94.898514,6000
ExchangeSort,95.252749,6000
ExchangeSort,95.543847,6000
ExchangeSort,94.987072,6000
ExchangeSort,94.863733,6000
ExchangeSort,95.391733,7000
ExchangeSort,131.77862,7000
ExchangeSort,131.40462,7000
ExchangeSort,131.948823,7000
ExchangeSort,132.652753,7000
ExchangeSort,130.084201,7000
ExchangeSort,131.504842,7000
ExchangeSort,134.63017,7000
ExchangeSort,130.93829,7000
ExchangeSort,129.570239,7000
ExchangeSort,130.010448,8000
ExchangeSort,171.893076,8000
ExchangeSort,171.028091,8000
ExchangeSort,169.905952,8000
ExchangeSort,193.335605,8000
ExchangeSort,169.86698,8000
ExchangeSort,171.564332,8000
ExchangeSort,170.756549,8000
ExchangeSort,171.6318,8000
ExchangeSort,170.948962,8000
ExchangeSort,172.329235,9000
ExchangeSort,227.170423,9000
ExchangeSort,217.29738,9000
ExchangeSort,216.853958,9000
ExchangeSort,221.140256,9000
ExchangeSort,220.748028,9000
ExchangeSort,219.996187,9000
ExchangeSort,219.021761,9000
ExchangeSort,218.475882,9000
ExchangeSort,217.657272,9000
ExchangeSort,226.59493,10000
ExchangeSort,305.303467,10000
ExchangeSort,280.811457,10000
ExchangeSort,279.0986,10000
ExchangeSort,274.344155,10000
ExchangeSort,272.849901,10000
ExchangeSort,275.984099,10000
ExchangeSort,276.655203,10000
ExchangeSort,272.219444,10000
ExchangeSort,272.028987,10000
ExchangeSort,271.482898,25000
ExchangeSort,1895.406609,25000
ExchangeSort,1880.293725,25000
ExchangeSort,1881.766188,25000
ExchangeSort,1872.254156,25000
ExchangeSort,1864.559532,25000
ExchangeSort,1865.795094,25000
ExchangeSort,1866.24152,25000
ExchangeSort,1920.848669,25000
ExchangeSort,1889.024374,25000
InsertionSort,0.0,100
InsertionSort,0.146038,100
InsertionSort,0.137587,100
InsertionSort,0.135562,100
InsertionSort,0.155606,100
InsertionSort,0.172857,100
InsertionSort,0.133047,100
InsertionSort,0.170902,100
InsertionSort,0.155607,100
InsertionSort,0.195765,100
InsertionSort,0.194438,1000
InsertionSort,6.666769,1000
InsertionSort,12.546427,1000
InsertionSort,4.965785,1000
InsertionSort,1.748406,1000
InsertionSort,2.162635,1000
InsertionSort,0.755473,1000
InsertionSort,1.016679,1000
InsertionSort,0.783619,1000
InsertionSort,0.728165,1000
InsertionSort,0.781245,2000
InsertionSort,2.816768,2000
InsertionSort,3.188324,2000
InsertionSort,2.528185,2000
InsertionSort,3.205365,2000
InsertionSort,2.247493,2000
InsertionSort,2.103898,2000
InsertionSort,2.232127,2000
InsertionSort,1.857429,2000
InsertionSort,2.97419,2000
InsertionSort,1.775226,3000
InsertionSort,5.614749,3000
InsertionSort,4.131531,3000
InsertionSort,4.711144,3000
InsertionSort,4.274566,3000
InsertionSort,3.884712,3000
InsertionSort,4.449099,3000
InsertionSort,5.781042,3000
InsertionSort,3.945124,3000
InsertionSort,3.935905,3000
InsertionSort,4.063506,4000
InsertionSort,9.332681,4000
InsertionSort,9.549887,4000
InsertionSort,7.489569,4000
InsertionSort,9.277785,4000
InsertionSort,7.127861,4000
InsertionSort,7.976643,4000
InsertionSort,7.200566,4000
InsertionSort,7.175144,4000
InsertionSort,9.27101,4000
InsertionSort,7.107398,5000
InsertionSort,11.232573,5000
InsertionSort,12.117811,5000
InsertionSort,11.496782,5000
InsertionSort,11.520878,5000
InsertionSort,11.640726,5000
InsertionSort,11.250801,5000
InsertionSort,13.780523,5000
InsertionSort,11.270078,5000
InsertionSort,11.366668,5000
InsertionSort,11.21197,6000
InsertionSort,16.628371,6000
InsertionSort,16.576408,6000
InsertionSort,16.608116,6000
InsertionSort,19.861183,6000
InsertionSort,17.44265,6000
InsertionSort,16.494275,6000
InsertionSort,16.490503,6000
InsertionSort,16.533317,6000
InsertionSort,16.556853,6000
InsertionSort,16.566072,7000
InsertionSort,23.177456,7000
InsertionSort,23.543356,7000
InsertionSort,23.101888,7000
InsertionSort,23.078911,7000
InsertionSort,22.940625,7000
InsertionSort,22.790816,7000
InsertionSort,23.500333,7000
InsertionSort,23.50166,7000
InsertionSort,23.331177,7000
InsertionSort,25.684549,8000
InsertionSort,33.843407,8000
InsertionSort,29.910715,8000
InsertionSort,29.969451,8000
InsertionSort,29.756016,8000
InsertionSort,30.284086,8000
InsertionSort,30.318378,8000
InsertionSort,30.599909,8000
InsertionSort,30.092931,8000
InsertionSort,29.844366,8000
InsertionSort,30.557375,9000
InsertionSort,38.710786,9000
InsertionSort,43.215758,9000
InsertionSort,38.633611,9000
InsertionSort,38.490577,9000
InsertionSort,38.731459,9000
InsertionSort,38.895097,9000
InsertionSort,38.737186,9000
InsertionSort,38.629002,9000
InsertionSort,39.126063,9000
InsertionSort,38.522005,10000
InsertionSort,49.333086,10000
InsertionSort,48.650876,10000
InsertionSort,48.76346,10000
InsertionSort,48.682374,10000
InsertionSort,50.914012,10000
InsertionSort,49.831962,10000
InsertionSort,49.868559,10000
InsertionSort,51.80407,10000
InsertionSort,48.967676,10000
InsertionSort,49.405441,25000
InsertionSort,386.696424,25000
InsertionSort,381.12707,25000
InsertionSort,387.274011,25000
InsertionSort,390.641478,25000
InsertionSort,384.85017,25000
InsertionSort,384.336557,25000
InsertionSort,384.254982,25000
InsertionSort,379.584486,25000
InsertionSort,400.782222,25000
InsertionSort,394.101765,100
InsertionSort,0.012502,100
InsertionSort,0.013898,100
InsertionSort,0.013409,100
InsertionSort,0.011314,100
InsertionSort,0.011664,100
InsertionSort,0.011105,100
InsertionSort,0.011314,100
InsertionSort,0.010057,100
InsertionSort,0.011384,100
InsertionSort,0.011035,1000
InsertionSort,0.491054,1000
InsertionSort,0.513682,1000
InsertionSort,0.518641,1000
InsertionSort,0.511658,1000
InsertionSort,0.513403,1000
InsertionSort,0.495175,1000
InsertionSort,0.449079,1000
InsertionSort,0.531841,1000
InsertionSort,0.460883,1000
InsertionSort,0.517244,2000
InsertionSort,1.763842,2000
InsertionSort,1.819575,2000
InsertionSort,1.725219,2000
InsertionSort,2.429988,2000
InsertionSort,1.779626,2000
InsertionSort,2.161657,2000
InsertionSort,2.33654,2000
InsertionSort,1.730318,2000
InsertionSort,1.6984,2000
InsertionSort,1.719073,3000
InsertionSort,3.909505,3000
InsertionSort,3.944566,3000
InsertionSort,3.899657,3000
InsertionSort,6.386426,3000
InsertionSort,3.943937,3000
InsertionSort,5.339645,3000
InsertionSort,4.098146,3000
InsertionSort,4.234476,3000
InsertionSort,4.06581,3000
InsertionSort,5.322534,4000
InsertionSort,7.472737,4000
InsertionSort,7.090636,4000
InsertionSort,7.130026,4000
InsertionSort,7.112845,4000
InsertionSort,7.183176,4000
InsertionSort,7.201474,4000
InsertionSort,7.215233,4000
InsertionSort,7.079671,4000
InsertionSort,7.44082,4000
InsertionSort,7.130026,5000
InsertionSort,11.274198,5000
InsertionSort,11.22943,5000
InsertionSort,13.145106,5000
InsertionSort,14.218986,5000
InsertionSort,11.306186,5000
InsertionSort,11.716433,5000
InsertionSort,12.346402,5000
InsertionSort,11.448452,5000
InsertionSort,11.41025,5000
InsertionSort,11.929658,6000
InsertionSort,16.583463,6000
InsertionSort,16.75639,6000
